1,2,6,7,8,9,11,12,15,16,17,18,19,21,22,23,24
3,4,5,6,7,8,11,12,14,15,16,19,20,22,23,24
3,4,7,8,9,11,12,13,14,16,17,18,20,21,22,25
1,2,4,5,9,10,12,14,15,16,17,18,20,21,24,25
1,2,3,4,6,7,9,10,11,12,14,16,20,22,24,25
1,2,4,6,7,8,9,10,13,14,17,21,22,23,24,25
1,4,5,6,9,10,12,14,15,16,17,18,19,20,22,25
1,3,5,6,8,9,14,15,17,19,20,21,23,24,25
1,2,4,5,8,9,10,11,13,15,18,21,23,24,25
1,2,3,4,5,8,10,11,12,13,14,16,19,22,23
